Word,Pleasantness,Activation,Imagery,Pleasantness_SD,Activation_SD,Imagery_SD
lucir,2.8,2.6,2.6,0.4472,0.5477,0.5477
insistir,1.2,3,2.4,0.4472,0,0.8944
disposición,2.6,2,1.8,0.5477,1,0.8367
pobre,1.2,1.4,2.8,0.4472,0.5477,0.4472
escala,2.4,1.8,2.2,0.5477,0.8367,0.8367
eje,2.6,1.8,2.6,0.5477,0.8367,0.8944
madrugada,2.6,2,2.8,0.5477,0.7071,0.4472
invitado,2.4,2,2.8,0.5477,0.7071,0.4472
danzar,2.8,3,2.8,0.4472,0,0.4472
ciego,1.6,1.2,2.6,0.5477,0.4472,0.8944
jornada,2,2.4,2.4,0,0.5477,0.8944
enemigo,1.2,2.2,2.6,0.4472,0.8367,0.5477
exacto,2.8333,2.1667,2.6667,0.4082,0.4082,0.8165
adaptar,2.4,2.6,2,0.5477,0.5477,1
impulso,2.4,2.8,1.8,0.5477,0.4472,0.8367
aparato,2.2,1.6,2.6,0.4472,0.8944,0.5477
comarca,2.6,1.4,3,0.5477,0.5477,0
pelea,1.1667,3,3,0.4082,0,0
legislatura,1.8333,2,2.6667,0.4082,0.6325,0.5164
explotar,1.5,3,2.8333,0.5477,0,0.4082
respectivamente,2.1667,2,1.3333,0.4082,0,0.8165
específico,2.3333,2,1.5,0.5164,0,0.5477
manejar,2.5,3,2.6667,0.5477,0,0.5164
productor,2.4,2.6,2.8,0.5477,0.5477,0.4472
automóvil,2.8,2.6,3,0.4472,0.8944,0
toro,2.4,2.6,2.8,0.5477,0.5477,0.4472
prisa,1.6,3,3,0.8944,0,0
posiblemente,2.2,1.8,1.6,0.8367,0.8367,0.8944
aumento,2.2,2.4,2.6,0.8367,0.8944,0.8944
isleño,2.6,2,2.8,0.5477,0.7071,0.4472
delante,2.2,2,2.8,0.4472,0,0.4472
victoria,3,2.6,3,0,0.5477,0
alzar,2.6667,3,3,0.5164,0,0
material,2,2,2.5,0.6325,0.6325,0.8367
canto,3,2.8333,2.8333,0,0.4082,0.4082
delicado,2.6667,2,2.8333,0.5164,0.8944,0.4082
tardar,1.3333,2.1667,2.6667,0.5164,0.9832,0.8165
originario,2.2,2.2,2.2,0.4472,0.4472,1.0954
coincidir,2.8,2.6,2.2,0.4472,0.5477,1.0954
ensayo,2.6,2.6,2.8,0.5477,0.5477,0.4472
penetrar,2.2,3,2.8,0.8367,0,0.4472
candidatura,2.2,2.8,2.2,0.4472,0.4472,1.0954
talvez,2,2,2,0,0.7071,1
desesperación,1,2.6,2.6,0,0.8944,0.8944
avenida,2,2.6,3,0.7071,0.5477,0
semifinal,2.6,2.6,2.8,0.5477,0.5477,0.4472
planear,3,3,2.6,0,0,0.5477
seguro,2.8,2.8,2.4,0.4472,0.4472,0.8944
comparar,1.8,2.4,3,0.4472,0.8944,0
agradable,3,2.4,2.4,0,0.5477,0.8944
quebrar,2,3,2.8,0.7071,0,0.4472
fórmula,2.4,2,2.8,0.5477,0,0.4472
colectivo,2.4,2.4,2.8,0.5477,0.5477,0.4472
silueta,2.6,2.2,3,0.5477,0.4472,0
renunciar,2,2.8,2.8,0.7071,0.4472,0.4472
supremo,2.8,2,1.8,0.4472,0,0.8367
rosa,2.6,2.4,3,0.5477,0.5477,0
prever,2.6,2.8,2.2,0.5477,0.4472,0.8367
intervención,2,3,2.2,0.7071,0,0.8367
despierto,2.2,2.8,2.4,0.4472,0.4472,0.5477
usuario,2,2.6,2.8,0,0.5477,0.4472
anciano,2.4,2.2,3,0.5477,0.8367,0
contratar,2.4,2.8,2.2,0.5477,0.4472,0.4472
monstruo,1.4286,2.4286,3,0.5345,0.5345,0
restaurante,2.8333,2.3333,3,0.4082,0.8165,0
tarde,2.5,2.5,2.8333,0.5477,0.5477,0.4082
humor,2.8333,2.8333,2.8333,0.4082,0.4082,0.4082
plantar,2.6,2.8,3,0.5477,0.4472,0
saber,3,2.8,2.8,0,0.4472,0.4472
bomba,1.6,2.8,3,0.5477,0.4472,0
inundar,1.8,2,3,0.4472,0.7071,0
cuchillo,1.8,2.2,3,0.4472,0.8367,0
homenaje,3,2.8,3,0,0.4472,0
consolidar,2.4,2.2,2.2,0.5477,0.4472,0.4472
competir,2.6,3,2.8,0.5477,0,0.4472
league,2.2,2.2,1.8,0.4472,0.4472,0.8367
coste,2.2,1.8,1.8,0.4472,0.4472,0.8367
concentración,2.6,2.6,2.2,0.5477,0.5477,1.0954
elegido,2.6,2.8,2.8,0.5477,0.4472,0.4472
definición,2.4,2,1.8,0.5477,0,0.8367
exactamente,2.4,2.2,1.6,0.5477,0.4472,0.5477
combinar,2.2,2.4,2.2,0.4472,0.5477,0.8367
ceremonia,2.4,2.2,2.8,0.5477,0.4472,0.4472
cruz,1.6,2,3,0.8944,0.7071,0
criticar,1.2,2.8,2.6,0.4472,0.4472,0.5477
inocente,2.6,1.8,2.8,0.5477,0.4472,0.4472
palpitar,2.4,2.6,2.4,0.8944,0.8944,0.8944
ganador,2.8,3,2.8,0.4472,0,0.4472
celebración,3,2.8,3,0,0.4472,0
hilo,2,2,3,0,0,0
pisar,1.8,2.6,3,0.8367,0.5477,0
basura,1.2,1.8,3,0.4472,0.8367,0
mueca,2.2,2.6,2.8,0.4472,0.5477,0.4472
extranjero,2.4,2.2,2.4,0.5477,0.4472,0.8944
endémico,1.2,3,2,0.4472,0,1
bronce,2.2,2,2.8,0.4472,0,0.4472
pálido,2,1.8,3,0.7071,0.4472,0
legislativo,1.6,2.4,1.6,0.5477,0.8944,0.8944
católico,1.2,1.6,2.2,0.4472,0.5477,1.0954
posar,2.4,2.4,2.6,0.5477,0.8944,0.8944
preocupación,1,2.6,2.2,0,0.5477,0.8367
amargo,1,1.4,3,0,0.5477,0
hembra,2.4,1.6,3,0.8944,0.5477,0
escoger,2.6,2.8,2.2,0.5477,0.4472,0.4472
procedente,1.8,1.6,2.2,0.4472,0.5477,0.8367
técnico,2.1667,2,2.1667,0.4082,0,0.7528
consuelo,2.3333,2,2.3333,1.0328,1.0954,0.5164
confesar,1.8333,2.5,2.1667,0.7528,0.8367,0.7528
pop,2.6,2.6,2.8,0.5477,0.5477,0.4472
socialista,2.1667,2.3333,2.5,0.9832,0.5164,0.8367
español,2.3333,2,2.3333,0.5164,0,0.5164
contexto,2,1.6,2.2,0.7071,0.5477,0.8367
humedad,1.6,2,3,0.8944,1,0
moda,2.2,2.4,2.6,0.4472,0.5477,0.5477
ganadería,2.2,2,3,0.8367,0.7071,0
creencia,2.4,2.4,2.2,0.5477,0.8944,0.8367
correspondiente,2,1.8,1.8,0,0.4472,0.4472
enfermo,1,1,2.8,0,0,0.4472
turístico,2.8,2.2,3,0.4472,0.8367,0
plataforma,1.8,2.4,2.4,0.4472,0.5477,0.5477
clave,2,2.4,2.6,0,0.5477,0.5477
ánimo,2.4,2.4,2.6,0.5477,0.5477,0.5477
discurso,2.2,3,3,0.4472,0,0
internacional,2.4,2,2.8,0.5477,0.7071,0.4472
hondo,2.2,1.2,3,0.4472,0.4472,0
claramente,2.4,1.6,2,0.5477,0.5477,1
obligación,1.6,2.4,2.8,0.5477,0.8944,0.4472
sal,2.2,2,3,0.8367,1,0
beneficio,2.8,2.4,2.2,0.4472,0.5477,0.8367
montañoso,2.6,1.8,3,0.8944,1.0954,0
miar,2.2,2.4,1.6,0.4472,0.5477,0.8944
sesión,2,2,2.2,0,0.7071,0.8367
evidente,2,2.2,2.4,0,0.8367,0.5477
retrato,2,1.8,3,0.7071,1.0954,0
permiso,2,2.4,2.8,0.7071,0.8944,0.4472
destrucción,1.4,2.6,3,0.5477,0.5477,0
galería,2,2,3,0.7071,0.7071,0
cotidiano,2.4,2.6,2.6,0.5477,0.5477,0.8944
limpiar,2.4,3,3,0.8944,0,0
autobús,1.6,2.4,3,0.5477,0.8944,0
ruina,1.6,1.6,3,0.8944,0.8944,0
atribuir,1.8,2.2,2,0.4472,1.0954,1
despues,2.2,1.8,2.4,0.4472,0.4472,0.8944
biografiar,2.4,2.2,2.2,0.5477,0.8367,0.8367
sureste,2,2,2.4,0.7071,0.7071,0.8944
danza,2.6,2.8,3,0.8944,0.4472,0
mecanismo,2.4,3,2.8,0.8944,0,0.4472
cercanía,2.8,2,2.6,0.4472,0.7071,0.5477
ficción,2.6,2.6,2.8,0.5477,0.5477,0.4472
escupir,1.4,3,3,0.5477,0,0
trozo,1.8,2.2,3,0.8367,1.0954,0
niño,2.8,2.6,3,0.4472,0.5477,0
gastar,1.6,2.8,3,0.5477,0.4472,0
instrucción,2.4,3,2.6,0.5477,0,0.8944
nacionalista,1.8,2,3,0.8367,1,0
espiritual,2.4,1,2.8,0.5477,0,0.4472
frecuente,2.6,2.2,2.2,0.5477,0.8367,0.8367
muralla,2.4,1.4,3,0.5477,0.8944,0
honor,2.6,1.6,2.2,0.5477,0.8944,1.0954
empapar,1.8,2.2,3,0.8367,0.8367,0
firma,2.4,2.8,3,0.5477,0.4472,0
judicial,1.2,1.6,2.6,0.4472,0.8944,0.8944
derrota,1.2,2.2,3,0.4472,0.8367,0
ira,1.2,2.8,2.8,0.4472,0.4472,0.4472
apoderar,1.8,2.8,2,0.4472,0.4472,1
regular,1.6,1.8,2.2,0.5477,0.4472,0.8367
establecimiento,2,1.6,3,0,0.8944,0
morder,2,3,3,0,0,0
rango,2,1.8,2.4,0,0.8367,0.8944
tranquilidad,3,2.4,2.8,0,0.8944,0.4472
derramar,1.8,3,3,0.4472,0,0
compromiso,2.8,3,2.6,0.4472,0,0.8944
positivo,3,3,2.8,0,0,0.4472
brigada,1.8,1.8,2.2,0.4472,0.8367,0.4472
bit,2.4,2.2,2,0.5477,0.8367,1
cigarro,1,1.4,3,0,0.8944,0
aburrir,1,1.4,3,0,0.8944,0
empujar,1.6,3,3,0.8944,0,0
oración,2.6,2.6,3,0.5477,0.8944,0
admitir,2.8,3,2.6,0.4472,0,0.5477
rol,2.4,3,2.8,0.5477,0,0.4472
insecto,1.2,2.6,2.8,0.4472,0.8944,0.4472
atlántico,2.8,2.8,3,0.4472,0.4472,0
abundante,2.8,2.6,3,0.4472,0.5477,0
orquesta,3,3,3,0,0,0
aproximar,2.2,2.6,2.6,0.4472,0.5477,0.8944
certeza,2.6,2.4,1.8,0.5477,0.5477,0.8367
mediterráneo,2.8,2.4,2.6,0.4472,0.8944,0.5477
diablo,1.4,2.8,3,0.5477,0.4472,0
extremo,1.6,2.4,2.4,0.5477,0.5477,0.8944
talento,3,3,2.6667,0,0,0.5164
proveniente,2.2,1.8,2.2,0.4472,0.8367,0.8367
empleado,1.4,1.8,2.8,0.5477,0.8367,0.4472
naval,2,2.4,3,0,0.5477,0
curioso,2.8,3,3,0.4472,0,0
tensión,1,2,2.8,0,1,0.4472
representativo,2,2.4,2.2,0,0.8944,0.8367
noble,3,2.6,2.6,0,0.5477,0.5477
cerro,2.6,1.2,3,0.5477,0.4472,0
conexión,2.8,2.6,2.8,0.4472,0.5477,0.4472
sumergir,2,2.6,3,0.7071,0.8944,0
increíble,2.6,2.4,3,0.5477,0.8944,0
tibio,2.4,1.6,3,0.5477,0.5477,0
artista,2.8,3,3,0.4472,0,0
expansión,2,2.8,2.6,0,0.4472,0.8944
músico,3,3,3,0,0,0
cuerda,2,1.8,3,0,0.4472,0
paralelo,2,1.8,2.8,0,0.4472,0.4472
arreglar,2.8,3,3,0.4472,0,0
anotar,2,3,2.8,0,0,0.4472
nuclear,1.6,2.6,2,0.8944,0.5477,1
tembloroso,1.2,2.4,3,0.4472,0.8944,0
paraíso,3,2.2,2.8,0,0.8367,0.4472
comunista,2,2.4,2.6,0,0.5477,0.5477
cintura,2.2,1.6,3,0.4472,0.5477,0
liderar,2.4,3,3,0.5477,0,0
muñeca,3,1.2,3,0,0.4472,0
terrestre,2.4,1.8,3,0.5477,0.8367,0
equilibrio,2.6,2.6,3,0.5477,0.5477,0
salvaje,2.4,3,2.8,0.5477,0,0.4472
estrategia,2.6,3,2.6,0.5477,0,0.8944
castillo,2.8,1.6,3,0.4472,0.8944,0
externo,2,1.8,2.8,0,0.4472,0.4472
videojuego,2.6,1.8,3,0.5477,1.0954,0
impresión,2,2.6,2.4,0,0.5477,0.8944
lista,2,1.8,3,0,0.8367,0
aguantar,1.2,2.6,2.8,0.4472,0.8944,0.4472
guía,2.8,2.8,2.8,0.4472,0.4472,0.4472
listar,2,3,2.2,0,0,1.0954
cultivar,3,3,3,0,0,0
pozo,1.6,1.2,3,0.5477,0.4472,0
prender,2,2.2,2.4,0.7071,0.8367,0.8944
acomodar,2.6,2.8,2.8,0.5477,0.4472,0.4472
apartar,2,2.8,3,0,0.4472,0
circuito,2.2,2,2.6,0.4472,0.7071,0.8944
absurdo,1.4,1.4,2.6,0.5477,0.5477,0.8944
discutir,1.2,3,3,0.4472,0,0
altar,2.2,1.6,3,0.8367,0.8944,0
feo,1.2,1.4,2.8,0.4472,0.5477,0.4472
fuertemente,2.2,2.6,2.2,0.4472,0.5477,0.8367
latín,2.2,1.8,1.6,0.4472,0.4472,0.8944
inspiración,3,3,2.6,0,0,0.8944
castellano,2.2,2.2,3,0.4472,0.4472,0
desvanecer,1.6,2.4,2.4,0.5477,0.8944,0.8944
discusión,1.4,3,2.8,0.5477,0,0.4472
yacer,1.8,1,2.8,0.4472,0,0.4472
gobernador,1.8,2.6,3,0.8367,0.5477,0
expulsar,1.4,3,2.6,0.5477,0,0.8944
mortal,1.4,2.6,2.4,0.5477,0.5477,0.8944
promoción,2.8,2.4,2.2,0.4472,0.5477,0.8367
estimar,2.4,2.8,2.4,0.5477,0.4472,0.8944
rasgo,2.2,1.6,2.6,0.4472,0.5477,0.8944
cita,2.4,2.6,2.8,0.5477,0.5477,0.4472
horrible,1,2.2,3,0,1.0954,0
fracaso,1,1.4,2.4,0,0.8944,0.8944
amenaza,1.2,3,3,0.4472,0,0
admirar,2.8,2.8,3,0.4472,0.4472,0
varón,2.2,2.2,2.8,0.4472,0.4472,0.4472
principal,2.4,2.4,2.2,0.5477,0.5477,0.8367
líneo,2.2,2.2,2.6,0.8367,0.4472,0.8944
serpiente,1.8,2.8,2.8,1.0954,0.4472,0.4472
marqués,2.4,2.2,2.6,0.5477,0.8367,0.8944
transferir,2.2,2.8,2,0.4472,0.4472,0.7071
emprender,3,3,2.6,0,0,0.5477
venganza,1,3,3,0,0,0
plazo,1.6,2,2.4,0.5477,0.7071,0.8944
reaccionar,1.6,3,2.6,0.5477,0,0.5477
conclusión,2.2,2.2,2.8,0.4472,0.4472,0.4472
avance,3,3,3,0,0,0
complejo,2.2,2.4,2.2,0.4472,0.5477,0.8367
rival,1,2.8,2.4,0,0.4472,0.8944
atardecer,3,1.6,3,0,0.8944,0
barro,1.8,1.4,2.8,0.8367,0.5477,0.4472
ansia,2,2,2.4,0.7071,1,0.5477
apurar,1.4,3,2.8,0.5477,0,0.4472
étnico,2.6,2,2.6,0.5477,0,0.5477
librar,2.8,3,2.6,0.4472,0,0.8944
dinastía,1.8,1.6,2.2,0.4472,0.8944,0.8367
botánico,2.8,1.4,2.4,0.4472,0.5477,0.8944
cobrar,1.6,2.8,2.6,0.5477,0.4472,0.5477
oficio,2.6,3,3,0.5477,0,0
sincero,3,3,2.8,0,0,0.4472
querido,3,2.6,3,0,0.8944,0
responsable,2.6,3,2.8,0.8944,0,0.4472
cazar,1.2,3,3,0.4472,0,0
perfume,3,2,3,0,1,0
mixto,2.4,2,3,0.5477,0.7071,0
pelota,1.8,1.8,3,0.4472,1.0954,0
maldito,1,2.6,2.6,0,0.8944,0.8944
anhelo,3,2.6,2.6,0,0.5477,0.5477
furia,1.2,3,3,0.4472,0,0
parado,1.6,1.8,3,0.5477,1.0954,0
efectuar,2.2,2.8,2.4,0.4472,0.4472,0.5477
santo,2.6,2.4,2.8,0.5477,0.8944,0.4472
repartir,2.4,3,3,0.5477,0,0
arder,1.6,2.2,3,0.8944,1.0954,0
inútil,1.2,1.2,3,0.4472,0.4472,0
inicial,2,2,2,0,0.7071,0.7071
complicar,1,2.6,2.2,0,0.5477,0.4472
vergüenza,1.6,1.4,2.8,0.8944,0.8944,0.4472
metálico,1.8,1.6,3,0.4472,0.5477,0
agudo,1.8,2.6,2.4,0.8367,0.8944,0.8944
fácilmente,3,2,2.4,0,1,0.5477
suroeste,2.2,1.8,2,0.4472,0.4472,0.7071
vacio,1,1.4,2.8,0,0.5477,0.4472
violento,1,3,3,0,0,0
perfectamente,2.6,2.8,3,0.8944,0.4472,0
intervenir,2.8,3,3,0.4472,0,0
cansancio,1.4,1.6,3,0.5477,0.8944,0
pecado,1.2,2.8,2.8,0.4472,0.4472,0.4472
túnel,1.6,1.8,3,0.8944,0.8367,0
teniente,1.6,2.8,3,0.5477,0.4472,0
ocupación,2.8,3,2.8,0.4472,0,0.4472
mario,2.6,2.4,2.6,0.5477,0.5477,0.5477
personal,2.4,2.4,2.4,0.8944,0.5477,0.8944
profundar,2,3,1.6,0.7071,0,0.8944
mina,2.2,1.6,2.8,1.0954,0.5477,0.4472
respectivo,2.2,2.4,1.4,0.4472,0.5477,0.5477
lamento,1,3,3,0,0,0
productor,2.8,3,2.8,0.4472,0,0.4472
timar,1.2,3,2.6,0.4472,0,0.5477
consolar,2.6,3,3,0.8944,0,0
probable,2.2,2.4,2.4,0.8367,0.8944,0.8944
relativo,2.2,2,2.4,0.4472,0.7071,0.8944
medieval,2.2,1.8,2.4,0.4472,0.8367,0.8944
significativo,2.8,3,2,0.4472,0,1
bajo,2,2.2,2.8,0.7071,0.8367,0.4472
espacial,2.6,1.8,2.2,0.5477,0.8367,0.8367
entraña,1,1.6,2.8,0,0.8944,0.4472
dulce,3,1.8,3,0,0.8367,0
sigla,2.2,1.8,2.6,0.4472,0.8367,0.5477
erigir,2.4,2.8,1.8,0.5477,0.4472,0.8367
vídeo,2.6,2.2,3,0.5477,0.8367,0
laboratorio,1.8,2.8,3,0.8367,0.4472,0
niebla,1.8,2.2,3,0.8367,0.8367,0
disminuir,1.4,2.8,2,0.5477,0.4472,1
azúcar,3,2,3,0,1,0
cumpleaños,3,2,3,0,1,0
rumor,1.6,3,3,0.5477,0,0
bus,2,2.4,3,0,0.5477,0
deuda,1.2,1.8,2.8,0.4472,1.0954,0.4472
ejecución,2.4,2.8,2.8,0.8944,0.4472,0.4472
funcionamiento,2.8,3,2.6,0.4472,0,0.5477
vapor,2,2.4,2.8,0,0.5477,0.4472
continente,2,1.6,2.8,0,0.5477,0.4472
disimular,1.8,2.4,2.6,0.4472,0.8944,0.8944
paciente,2,1.4,2.8,0.7071,0.5477,0.4472
salto,2.4,2.8,2.6,0.5477,0.4472,0.8944
instinto,2.6,2.8,2.2,0.5477,0.4472,1.0954
mañana,2.8,2.8,2.8,0.4472,0.4472,0.4472
infante,2.6,2.2,2.2,0.5477,0.8367,1.0954
solar,2.6,2.2,2.4,0.5477,0.8367,0.8944
tarjeta,2.2,2,3,0.4472,1,0
software,2.2,2.6,2.2,0.4472,0.8944,1.0954
agujero,1.4,1.6,2.8,0.5477,0.8944,0.4472
crédito,2,2.4,2.8,1,0.8944,0.4472
carecer,1.2,2,2.4,0.4472,0.7071,0.8944
manga,2,1.6,2.6,0,0.5477,0.8944
manifestación,2.2,3,2.8,0.8367,0,0.4472
cortina,2.2,1.6,2.8,0.4472,0.5477,0.4472
tropezar,1.4,2.4,3,0.5477,0.5477,0
humilde,3,2,2.4,0,0.7071,0.8944
rozar,2.6,3,2.8,0.5477,0,0.4472
tragar,1.8,2.6,2.8,0.4472,0.5477,0.4472
desplazar,2,2.8,2,0.7071,0.4472,1
placa,2.2,1.8,2.2,0.4472,0.8367,1.0954
seleccionar,2.4,3,2.6,0.5477,0,0.5477
lecho,2.2,1.6,2.6,1.0954,0.8944,0.8944
totalidad,2.4,2,2,0.5477,0,1
rabia,1,2.2,2.8,0,0.8367,0.4472
creador,2.6,3,2.6,0.5477,0,0.5477
desprender,1.8,2.6,2.4,0.4472,0.8944,0.8944
revolucionario,2.8,3,2.2,0.4472,0,0.8367
sillón,2.8,1.4,3,0.4472,0.5477,0
incrementar,2,2.8,2.4,0,0.4472,0.5477
saco,2.2,1.8,3,0.4472,0.4472,0
enloquecer,1,2.4,2.2,0,0.8944,0.8367
guerrero,1.6,3,3,0.5477,0,0
relativamente,2.2,2.2,2,0.4472,0.4472,1
sombrero,2.2,1.6,3,0.4472,0.5477,0
rastro,2,2,3,0,0.7071,0
camión,2.4,2.4,3,0.5477,0.5477,0
encargado,2.4,2.8,2.6,0.5477,0.4472,0.5477
ducado,1.8,2.2,1.4,0.4472,0.4472,0.5477
baloncesto,3,3,3,0,0,0
inteligente,3,2.8,2.4,0,0.4472,0.5477
aerolínea,2.6,2.2,2.6,0.5477,0.4472,0.5477
mudar,2,3,2.8,0,0,0.4472
depresión,1.2,1.6,2.8,0.4472,0.8944,0.4472
referenciar,2,3,1.6,0,0,0.5477
senador,2,2.2,2.6,0,0.4472,0.5477
bola,2.2,2.2,3,0.4472,0.4472,0
recinto,2.4,2,2.8,0.5477,0.7071,0.4472
sobrino,3,2.6,3,0,0.5477,0
lastimar,1,3,2.8,0,0,0.4472
cinta,2,2,2.8,0,0,0.4472
atlético,3,3,3,0,0,0
noroeste,2,1.8,2.6,0,0.4472,0.5477
rocío,2.6,1.8,2.8,0.5477,0.4472,0.4472
dragón,2.2,2.8,3,0.8367,0.4472,0
frágil,2.2,1.8,2.6,0.4472,0.4472,0.5477
explosión,1.6,3,3,0.8944,0,0
aviación,2.8,2.6,3,0.4472,0.5477,0
cumbre,2.6,2.2,3,0.5477,0.8367,0
intensidad,2,2.2,1.8,0,0.4472,0.8367
traducción,1.8,2.4,2.2,0.4472,0.5477,0.8367
grueso,1.8333,2.1667,3,0.7528,0.4082,0
nido,2.8333,2.6667,3,0.4082,0.5164,0
empresario,2.1667,2.8333,2.6667,0.4082,0.4082,0.8165
resolución,2.3333,2.5,2.3333,0.5164,0.5477,1.0328
popularidad,2.3333,2.5,2.5,0.5164,0.5477,0.8367
conferencia,2.3333,2.8333,2.8333,0.5164,0.4082,0.4082
norma,2.1667,1.8333,2.1667,0.4082,0.4082,0.9832
interminable,2,2.3333,2.6667,0.6325,0.5164,0.8165
mandato,2,2.3333,2.3333,0.6325,0.5164,0.8165
temprano,2.5,2.5,2.8333,0.5477,0.5477,0.4082
componente,2,2.1667,2.1667,0,0.4082,0.7528
duración,2,2.1667,1.6667,0,0.4082,0.8165
marchito,1.6667,1.3333,3,0.5164,0.8165,0
incendio,1.1667,3,3,0.4082,0,0
distante,1.4,2,2.6,0.5477,1,0.8944
demanda,1.6,2.8,2.2,0.8944,0.4472,0.8367
adaptación,2.4,2.4,1.8,0.5477,0.5477,0.8367
vereda,2,1.6,2.8,0.7071,0.5477,0.4472
centímetro,2,2,3,0.7071,0.7071,0
jazz,2.4,2.4,2.8,0.8944,0.5477,0.4472
costo,2,1.8,2.4,0,0.4472,0.8944
fuerte,2.8,2.6,3,0.4472,0.5477,0
visible,2.2,2.8,2.4,0.4472,0.4472,0.8944
cena,2.8,2.6,3,0.4472,0.5477,0
tubo,2,1.8,2.8,0,0.4472,0.4472
billete,2.6,2,2.8,0.5477,1,0.4472
sinopsis,2.6,2.6,2.4,0.5477,0.5477,0.5477
artificial,1.4,1.6,2.8,0.5477,0.8944,0.4472
cómic,2.6,2.6,3,0.5477,0.5477,0
suavemente,2.8,2.8,2.8,0.4472,0.4472,0.4472
ingeniería,2,2.4,2,0,0.5477,1
pasaje,2.6,2.2,3,0.5477,0.8367,0
combinación,2,2.4,2,0,0.5477,1
turno,1.6,1.6,2.2,0.5477,0.5477,0.8367
seno,2.4,1.4,2.8,0.5477,0.5477,0.4472
hierba,3,2,3,0,1,0
circular,2.2,2.4,2.2,0.8367,0.5477,1.0954
incapaz,1.2,1.2,2,0.4472,0.4472,1
orar,1.8,2.6,2.6,0.4472,0.5477,0.5477
socio,2,2.6,2.4,0,0.5477,0.8944
aportar,2.4,3,2.4,0.5477,0,0.8944
democracia,3,2.8,1.8,0,0.4472,1.0954
guitarrista,2.8,2.8,3,0.4472,0.4472,0
escritura,2.6,2.8,2.8,0.5477,0.4472,0.4472
ampliar,2.8,2.6,2.4,0.4472,0.5477,0.8944
sed,1.4,2,2.2,0.8944,1,0.8367
alegrar,2.6,2.8,2.4,0.5477,0.4472,0.8944
emisión,2.2,2.6,1.8,0.4472,0.5477,1.0954
tráfico,1.4,2.2,3,0.5477,0.8367,0
convocar,2.4,2.8,2.6,0.5477,0.4472,0.8944
espectador,2.2,1.4,3,0.8367,0.5477,0
caro,1,1.6,2.6,0,0.8944,0.5477
desgracia,1.2,1.8,2.8,0.4472,0.8367,0.4472
transmisión,2,2.6,1.8,0.7071,0.5477,1.0954
líquido,2.4,2.4,3,0.8944,0.5477,0
confusión,2,2.2,2.2,1,0.8367,1.0954
fachada,1.8,1.8,2.2,0.8367,0.4472,1.0954
matemático,2.2,2.2,2.6,0.8367,0.4472,0.8944
digital,2.2,2.2,2.4,0.4472,0.4472,0.8944
campana,2.2,2.6,3,0.8367,0.5477,0
extraordinario,2.8,2.6,2.6,0.4472,0.5477,0.5477
piloto,2.2,2.4,2,0.4472,0.5477,1
aeronave,2.2,2.4,2.6,0.4472,0.5477,0.5477
pasajero,2.6,2.2,2.8,0.5477,0.8367,0.4472
fugaz,2.6,2.2,2.4,0.5477,0.8367,0.8944
apellido,2,1.6,3,0,0.5477,0
sujeto,2.4,2.4,2.8,0.5477,0.5477,0.4472
mismo,2.2,2,2,0.4472,0.7071,0.7071
chocolate,3,1.8,3,0,0.8367,0
vengar,1.4,2.6,2.8,0.8944,0.8944,0.4472
chocar,1.4,3,3,0.8944,0,0
tiro,1.6,2.6,2.8,0.5477,0.8944,0.4472
web,2.6,2.4,2.6,0.5477,0.8944,0.5477
quieto,2,1,2.4,0,0,0.8944
vomitar,1,3,3,0,0,0
quizas,2,1.8,1.8,0,0.4472,0.8367
amado,3,2.2,2.4,0,0.8367,0.8944
disparo,1.6,2.6,3,0.5477,0.5477,0
alcance,2,2,2,0,0.7071,1
presidencial,2,1.6,2.6,0,0.5477,0.5477
era,2.4,1.6,1.6,0.5477,0.8944,0.8944
sábana,2.8,1.6,3,0.4472,0.5477,0
frecuentemente,2.2,2.4,2,0.4472,0.8944,0.7071
intelectual,2.6,1.8,3,0.5477,0.8367,0
ceniza,1.8,1.6,3,0.4472,0.8944,0
territorial,1.8,2.4,1.8,0.8367,0.5477,0.8367
percatar,2.2,2.8,2,0.4472,0.4472,1
music,2.6,2.4,2.6,0.5477,0.5477,0.5477
colonial,2.4,2.2,3,0.5477,0.8367,0
proclamar,2.4,3,2.4,0.5477,0,0.5477
acumular,2,3,2.8,0.7071,0,0.4472
enfrentamiento,1.4,2.8,2.8,0.5477,0.4472,0.4472
natural,2.8,1.8,2.8,0.4472,0.8367,0.4472
mando,2.2,2.6,2.8,0.8367,0.5477,0.4472
paloma,2.6,2.4,3,0.8944,0.8944,0
vas,2.4,2.8,2.2,0.5477,0.4472,0.8367
pétalo,3,1.6,3,0,0.8944,0
acelerar,2.4,3,2.6,0.5477,0,0.5477
funcionario,1.8,2.2,2.2,0.4472,0.4472,0.4472
almohada,2.8,1.8,3,0.4472,0.8367,0
particularmente,2.2,2.4,1.4,0.4472,0.5477,0.8944
vital,2.8,2.6,2.2,0.4472,0.5477,0.8367
liberación,3,3,2.4,0,0,0.5477
profundo,2.4,2.6,2.6,0.5477,0.5477,0.8944
sustancia,2,1.4,2,0,0.5477,1
cáncer,1.2,1.8,2.6,0.4472,0.8367,0.5477
nervio,1.6,1.6,2.4,0.5477,0.8944,0.8944
reina,2.6,2.2,3,0.5477,0.8367,0
manzana,3,1.6,3,0,0.5477,0
encanto,2.6,1.8,2.2,0.5477,0.8367,0.8367
