"","English.Word","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","Spanish.Word"
"412","aloha",0,1,0,0,1,0,1,0,0,0,"aloha"
"413","alongside",0,0,0,0,0,0,0,0,0,0,"junto a"
"414","aloof",0,0,0,0,0,1,0,0,0,0,"a distancia"
"415","aloud",0,0,0,0,0,0,0,0,0,0,"en voz alta"
"416","alphabet",0,0,0,0,0,0,0,0,0,0,"alfabeto"
"417","alphabetical",0,0,0,0,0,0,0,0,0,0,"alfabético"
"418","altar",0,0,0,0,0,0,0,0,0,0,"altar"
"419","alter",0,0,0,0,0,0,0,0,0,0,"alterar"
"420","alteration",0,0,0,0,0,0,0,0,0,0,"modificación"
"421","altercation",1,0,0,0,0,1,0,0,0,0,"altercado"
"422","altered",0,0,0,0,0,0,0,0,0,0,"alterado"
"423","alternate",0,0,0,0,0,0,0,0,0,0,"alterno"
"424","alternative",0,0,0,0,0,0,0,0,0,0,"alternativa"
"425","altitude",0,0,0,0,0,0,0,0,0,0,"altitud"
"426","alto",0,0,0,0,0,0,0,0,0,0,"Alto"
"427","altogether",0,0,0,0,0,0,0,0,0,0,"en total"
"428","alumnus",0,0,0,0,0,0,0,0,0,0,"antiguo alumno"
"429","alveolar",0,0,0,0,0,0,0,0,0,0,"alveolar"
"430","amalgam",0,0,0,0,0,0,0,0,0,0,"amalgama"
"431","amalgamation",0,0,0,0,0,0,0,0,0,0,"amalgamación"
"432","amass",0,0,0,0,0,0,0,0,0,0,"acumular"
"433","amateur",0,0,0,0,0,0,0,0,0,0,"aficionado"
"434","amaze",0,0,0,0,0,0,0,0,1,0,"asombro"
"435","amazement",0,0,0,0,0,0,0,0,0,0,"asombro"
"436","amazingly",0,0,0,0,1,0,1,0,1,0,"Asombrosamente"
"437","ambassador",0,0,0,0,0,0,1,0,0,1,"embajador"
"438","amber",0,0,0,0,0,0,0,0,0,0,"ámbar"
"439","ambient",0,0,0,0,0,0,0,0,0,0,"ambiente"
"440","ambiguity",0,0,0,0,0,0,0,0,0,0,"ambigüedad"
"441","ambiguous",0,0,0,0,0,1,0,0,0,0,"ambiguo"
"442","ambit",0,0,0,0,0,0,0,0,0,0,"ámbito"
"443","ambition",0,1,0,0,1,0,1,0,0,1,"ambición"
"444","ambitious",0,0,0,0,0,0,0,0,0,0,"ambicioso"
"445","ambulance",0,0,0,1,0,0,0,0,0,1,"ambulancia"
"446","ambush",1,0,0,1,0,1,0,0,1,0,"emboscada"
"447","ameliorate",0,0,0,0,0,0,1,0,0,0,"mejorar"
"448","amen",0,0,0,0,1,0,1,0,0,1,"amén"
"449","amenable",0,0,0,0,0,0,1,0,0,0,"dócil"
"450","amend",0,0,0,0,0,0,1,0,0,0,"enmendar"
"451","amendment",0,0,0,0,0,0,0,0,0,0,"enmienda"
"452","amends",0,0,0,0,0,0,1,0,0,0,"compensación"
"453","amenity",0,0,0,0,0,0,1,0,0,0,"amenidad"
"454","amethyst",0,0,0,0,0,0,0,0,0,0,"amatista"
"455","amiable",0,0,0,0,0,0,1,0,0,0,"amable"
"456","amicable",0,0,0,0,1,0,1,0,0,0,"amistoso"
"457","amid",0,0,0,0,0,0,0,0,0,0,"entre"
"458","amidst",0,0,0,0,0,0,0,0,0,0,"en medio de"
"459","ammonia",0,0,1,0,0,0,0,0,0,0,"amoníaco"
"460","ammunition",0,0,0,0,0,0,0,0,0,0,"munición"
"461","amnesia",0,0,0,0,0,1,0,0,0,0,"amnesia"
"462","amnesty",0,0,0,0,1,0,1,0,0,0,"amnistía"
"463","amorphous",0,0,0,0,0,0,0,0,0,0,"amorfo"
"464","amortization",0,0,0,0,0,0,0,0,0,1,"amortización"
"465","amount",0,0,0,0,0,0,0,0,0,0,"Monto"
"466","amour",0,1,0,0,1,0,1,0,0,1,"aventura amorosa"
"467","ampersand",0,0,0,0,0,0,0,0,0,0,"ampersand"
"468","amphetamines",0,0,1,0,0,1,0,0,0,0,"anfetaminas"
"469","amphibian",0,0,0,0,0,0,0,0,0,0,"anfibio"
"470","amphibious",0,0,0,0,0,0,0,0,0,0,"anfibio"
"471","amphitheater",0,0,0,0,0,0,0,0,0,0,"anfiteatro"
"472","amplification",0,0,0,0,0,0,0,0,0,0,"amplificación"
"473","amplify",0,0,0,0,0,0,0,0,0,0,"amplificar"
"474","amplitude",0,0,0,0,0,0,0,0,0,0,"amplitud"
"475","amply",0,0,0,0,0,0,0,0,0,0,"ampliamente"
"476","amputation",0,0,0,0,0,0,0,0,0,0,"amputación"
"477","amulet",0,0,0,0,0,0,0,0,0,0,"amuleto"
"478","amuse",0,0,0,0,1,0,1,0,0,0,"entretener"
"479","amused",0,0,0,0,1,0,1,0,0,0,"divertido"
"480","amusement",0,0,0,0,1,0,1,0,0,0,"diversión"
"481","amusing",0,0,0,0,1,0,1,0,0,0,"entretenido"
"482","ana",0,0,0,0,0,0,0,0,0,0,"Ana"
"483","anaconda",0,0,1,1,0,1,0,0,0,0,"anaconda"
"484","anaesthesia",0,0,0,0,0,0,0,0,0,0,"anestesia"
"485","anaesthetic",0,0,0,0,0,0,0,0,0,0,"anestésico"
"486","anal",0,0,0,0,0,1,0,0,0,0,"anal"
"487","analgesic",0,0,0,0,0,0,0,0,0,0,"analgésico"
"488","analogous",0,0,0,0,0,0,0,0,0,0,"análogo"
"489","analogue",0,0,0,0,0,0,0,0,0,0,"término análogo"
"490","analogy",0,0,0,0,0,0,0,0,0,0,"analogía"
"491","analysis",0,0,0,0,0,0,0,0,0,0,"análisis"
"492","analyst",0,1,0,0,0,0,1,0,0,1,"analista"
"493","analytic",0,0,0,0,0,0,0,0,0,0,"analítico"
"494","analyze",0,0,0,0,0,0,0,0,0,0,"analizar"
"495","analyzer",0,0,0,0,0,0,0,0,0,0,"analizador"
"496","anarchism",1,0,0,1,0,1,0,0,0,0,"anarquismo"
"497","anarchist",1,0,0,1,0,1,0,0,0,0,"anarquista"
"498","anarchy",1,0,0,1,0,1,0,0,0,0,"anarquía"
"499","anastomosis",0,0,0,0,0,0,0,0,0,0,"anastomosis"
"500","anathema",1,0,1,1,0,1,0,1,0,0,"anatema"
"501","anatomic",0,0,0,0,0,0,0,0,0,0,"anatómico"
"502","anatomy",0,0,0,0,0,0,0,0,0,0,"anatomía"
"503","ancestor",0,0,0,0,0,0,0,0,0,0,"antepasado"
"504","ancestral",0,0,0,0,0,0,0,0,0,1,"ancestral"
"505","ancestry",0,0,0,0,0,0,0,0,0,0,"ascendencia"
"506","anchor",0,0,0,0,0,0,1,0,0,0,"ancla"
"507","anchorage",0,0,0,0,0,0,1,1,0,0,"anclaje"
"508","ancient",0,0,0,0,0,1,0,0,0,0,"antiguo"
"509","ancillary",0,0,0,0,0,0,0,0,0,0,"auxiliar"
"510","androgen",0,0,0,0,0,0,0,0,0,0,"andrógino"
"511","anemone",0,0,0,0,0,0,0,0,0,0,"anémona"
"512","anew",0,0,0,0,0,0,0,0,0,0,"de nuevo"
"513","angel",0,1,0,0,1,0,1,0,1,1,"ángel"
"514","angelic",0,0,0,0,1,0,1,0,0,1,"angelical"
"515","anger",1,0,0,0,0,1,0,0,0,0,"enfado"
"516","angina",0,0,0,1,0,1,0,0,0,0,"angina de pecho"
"517","angiography",0,0,0,0,0,0,0,0,0,0,"angiografía"
"518","angle",0,0,0,0,0,0,0,0,0,0,"ángulo"
"519","angling",0,1,0,0,0,1,0,0,0,0,"pesca con caña"
"520","angry",1,0,1,0,0,1,0,0,0,0,"enfadado"
"521","anguish",1,0,0,1,0,1,0,1,0,0,"angustia"
"522","angular",0,0,0,0,0,0,0,0,0,0,"angular"
"523","anhydrous",0,0,0,0,0,0,0,0,0,0,"anhidro"
"524","animal",0,0,0,0,0,0,0,0,0,0,"animal"
"525","animate",0,0,0,0,0,0,1,0,0,0,"animar"
"526","animated",0,0,0,0,1,0,1,0,0,0,"animado"
"527","animation",0,0,0,0,0,0,0,0,0,0,"animación"
"528","animosity",1,0,1,1,0,1,0,1,0,0,"animosidad"
"529","animus",1,0,0,0,0,1,0,0,0,0,"ánimo"
"530","ankle",0,0,0,0,0,0,0,0,0,0,"tobillo"
"531","annals",0,0,0,0,0,0,0,0,0,0,"anales"
"532","annex",0,0,0,0,0,0,0,0,0,0,"anexo"
"533","annexation",0,0,0,0,0,0,0,0,0,0,"anexión"
"534","annexe",0,0,0,0,0,0,0,0,0,0,"anexo"
"535","annihilate",1,0,0,1,0,1,0,0,0,0,"aniquilar"
"536","annihilated",1,0,0,1,0,1,0,1,0,0,"aniquilado"
"537","annihilation",1,0,0,1,0,1,0,1,0,0,"aniquilación"
"538","annotate",0,0,0,0,0,0,0,0,0,0,"anotar"
"539","annotation",0,0,0,0,0,0,0,0,0,0,"anotación"
"540","announce",0,0,0,0,0,0,0,0,0,0,"anunciar"
"541","announcement",0,1,0,0,0,0,0,0,0,0,"anuncio"
"542","annoy",1,0,1,0,0,1,0,0,0,0,"enojarse"
"543","annoyance",1,0,1,0,0,1,0,0,0,0,"molestia"
"544","annoying",1,0,0,0,0,1,0,0,0,0,"irritante"
"545","annuity",0,0,0,0,0,0,0,0,0,0,"anualidad"
"546","annul",0,0,0,0,0,1,0,0,0,0,"anular"
"547","annular",0,0,0,0,0,0,0,0,0,0,"anular"
"548","annulment",0,0,0,0,0,1,0,1,0,0,"anulación"
"549","annulus",0,0,0,0,0,0,0,0,0,0,"anillo"
"550","anointing",0,0,0,0,0,0,0,0,0,0,"unción"
"551","anomalous",0,0,0,0,0,0,0,0,0,0,"anómalo"
"552","anomaly",0,0,0,1,0,1,0,0,1,0,"anomalía"
"553","anon",0,0,0,0,0,0,0,0,0,0,"luego"
"554","anonymous",0,0,0,0,0,1,0,0,0,0,"anónimo"
"555","answer",0,0,0,0,0,0,0,0,0,0,"responder"
"556","answerable",0,0,0,0,0,0,0,0,0,1,"responsable"
"557","answering",0,0,0,0,0,0,0,0,0,0,"respondiendo"
"558","ant",0,0,0,0,0,0,0,0,0,0,"hormiga"
"559","antagonism",1,0,0,0,0,1,0,0,0,0,"antagonismo"
"560","antagonist",1,0,0,0,0,1,0,0,0,0,"antagonista"
"561","antagonistic",1,0,1,0,0,1,0,0,0,0,"antagonista"
"562","ante",0,0,0,0,0,0,0,0,0,0,"apuesta inicial"
"563","antecedent",0,0,0,0,0,0,0,0,0,0,"antecedente"
"564","antelope",0,0,0,0,0,0,0,0,0,0,"antílope"
"565","antenna",0,0,0,0,0,0,0,0,0,0,"antena"
"566","anterior",0,0,0,0,0,0,0,0,0,0,"anterior"
"567","anthem",0,0,0,0,0,0,0,0,0,0,"himno"
"568","anthology",0,0,0,0,0,0,0,0,0,0,"antología"
"569","anthrax",0,0,1,1,0,1,0,1,0,0,"ántrax"
"570","anthropology",0,0,0,0,0,0,0,0,0,0,"antropología"
"571","antibiotic",0,0,0,0,0,0,0,0,0,0,"antibiótico"
"572","antibiotics",0,0,0,0,0,0,1,0,0,0,"antibióticos"
"573","antichrist",1,0,1,1,0,1,0,0,0,0,"antecristo"
"574","anticipation",0,1,0,0,0,0,0,0,0,0,"anticipación"
"575","anticipatory",0,1,0,0,0,0,0,0,0,0,"anticipado"
"576","antidote",0,1,0,0,0,0,1,0,0,1,"antídoto"
"577","antifungal",0,0,0,0,0,0,1,0,0,1,"antifúngico"
"578","antimony",0,0,0,0,0,0,0,0,0,0,"antimonio"
"579","antipathy",1,0,1,0,0,1,0,0,0,0,"antipatía"
"580","antiquarian",0,0,0,0,0,0,0,0,0,0,"anticuario"
"581","antiquated",0,0,0,0,0,1,0,0,0,0,"anticuado"
"582","antique",0,0,0,0,0,0,1,0,0,0,"antiguo"
"583","antiquity",0,0,0,0,0,0,0,0,0,0,"antigüedad"
"584","antiseptic",0,0,0,0,0,0,1,0,0,1,"antiséptico"
"585","antisocial",1,0,1,1,0,1,0,1,0,0,"antisocial"
"586","antithesis",1,0,0,0,0,1,0,0,0,0,"antítesis"
"587","antithetical",0,0,0,0,0,0,0,0,0,0,"antitético"
"588","antiviral",0,0,0,0,0,0,0,0,0,0,"antivírico"
"589","antler",0,0,0,0,0,0,0,0,0,0,"cuerno"
"590","anvil",0,0,0,0,0,0,0,0,0,0,"yunque"
"591","anxiety",1,1,0,1,0,1,0,1,0,0,"ansiedad"
"592","anxious",0,1,0,1,0,1,0,0,0,0,"ansioso"
"593","aorta",0,0,0,0,0,0,0,0,0,0,"aorta"
"594","apace",0,0,0,0,0,0,0,0,0,0,"rápidamente"
"595","apache",0,0,0,1,0,1,0,0,0,0,"apache"
"596","apartment",0,0,0,0,0,0,0,0,0,0,"Departamento"
"597","apathetic",0,0,0,0,0,1,0,1,0,0,"apático"
"598","apathy",0,0,0,0,0,1,0,1,0,0,"apatía"
"599","ape",0,0,0,0,0,0,0,0,0,0,"mono"
"600","aperture",0,0,0,0,0,0,0,0,0,0,"abertura"
"601","apex",0,0,0,0,0,0,0,0,0,0,"apéndice"
"602","aphid",0,0,1,0,0,1,0,0,0,0,"áfido"
"603","apiece",0,0,0,0,0,0,0,0,0,0,"una pieza"
"604","aplomb",0,0,0,0,0,0,1,0,0,0,"aplomo"
"605","apocalyptic",0,0,0,0,0,0,0,0,0,0,"apocalíptico"
"606","apologetic",0,0,0,0,0,0,1,0,0,1,"apologético"
"607","apologist",0,0,0,0,0,0,0,0,0,0,"apologista"
"608","apologize",0,0,0,0,0,0,1,1,0,1,"disculparse"
"609","apology",0,0,0,0,0,0,1,0,0,0,"disculpa"
"610","apostasy",0,0,0,0,0,0,0,0,0,0,"apostasía"
"611","apostate",0,0,0,0,0,0,0,0,0,0,"apóstata"
"612","apostle",0,0,0,0,0,0,1,0,0,1,"apóstol"
"613","apostolic",0,0,0,0,0,0,0,0,0,1,"apostólico"
"614","apostrophe",0,0,0,0,0,0,0,0,0,0,"apóstrofe"
"615","appalling",0,0,1,1,0,1,0,0,0,0,"pésimo"
"616","apparatus",0,0,0,0,0,0,0,0,0,0,"aparato"
"617","apparel",0,0,0,0,0,0,0,0,0,0,"vestir"
"618","apparently",0,0,0,0,0,0,0,0,0,0,"aparentemente"
"619","apparition",0,0,0,1,0,0,0,0,1,0,"aparición"
"620","appeal",0,1,0,0,0,0,0,0,0,0,"apelación"
"621","appearance",0,0,0,0,0,0,0,0,0,0,"apariencia"
"622","appease",0,0,0,0,0,0,0,0,0,0,"apaciguar"
"623","appellant",0,0,0,0,0,0,0,0,0,0,"apelante"
"624","append",0,0,0,0,0,0,0,0,0,0,"adjuntar"
"625","appendage",0,0,0,0,0,0,0,0,0,0,"apéndice"
"626","appendicitis",0,0,0,1,0,1,0,1,0,0,"apendicitis"
"627","appendix",0,0,0,0,0,0,0,0,0,0,"apéndice"
"628","appetite",0,0,0,0,0,0,0,0,0,0,"apetito"
"629","appetizer",0,0,0,0,0,0,0,0,0,0,"aperitivo"
"630","applause",0,0,0,0,1,0,1,0,1,1,"aplausos"
"631","apple",0,0,0,0,0,0,0,0,0,0,"manzana"
"632","appliance",0,0,0,0,0,0,0,0,0,0,"aparato"
"633","appliances",0,0,0,0,0,0,0,0,0,0,"accesorios"
"634","applicability",0,0,0,0,0,0,0,0,0,0,"aplicabilidad"
"635","applicable",0,0,0,0,0,0,0,0,0,0,"aplicable"
"636","applicant",0,1,0,0,0,0,0,0,0,0,"solicitante"
"637","application",0,0,0,0,0,0,0,0,0,0,"solicitud"
"638","apply",0,0,0,0,0,0,0,0,0,0,"aplicar"
"639","appoint",0,0,0,0,0,0,0,0,0,0,"nombrar"
"640","appointment",0,0,0,0,0,0,0,0,0,0,"cita"
"641","appointments",0,0,0,0,0,0,0,0,0,0,"equipo"
"642","apportion",0,0,0,0,0,0,0,0,0,0,"prorratear"
"643","apportionment",0,0,0,0,0,0,0,0,0,0,"prorrateo"
"644","appraise",0,0,0,0,0,0,0,0,0,0,"evaluar"
"645","appreciable",0,0,0,0,0,0,0,0,0,0,"apreciable"
"646","appreciation",0,0,0,0,1,0,1,0,0,1,"apreciación"
"647","apprehend",0,0,0,1,0,0,0,0,0,0,"aprehender"
"648","apprehension",0,0,0,1,0,1,0,0,0,0,"detención"
"649","apprehensive",0,1,0,1,0,1,0,0,0,0,"aprensivo"
"650","apprentice",0,0,0,0,0,0,0,0,0,1,"aprendiz"
"651","apprenticeship",0,0,0,0,0,0,0,0,0,0,"aprendizaje"
"652","approach",0,0,0,0,0,0,0,0,0,0,"Acercarse"
"653","approaching",0,1,0,0,0,0,0,0,0,0,"que se acerca"
"654","approbation",0,0,0,0,0,0,1,0,0,1,"aprobación"
"655","appropriation",0,0,0,0,0,1,0,0,0,0,"apropiación"
"656","approval",0,0,0,0,0,0,1,0,0,0,"aprobación"
"657","approve",0,0,0,0,1,0,1,0,0,1,"aprobar"
"658","approving",0,0,0,0,0,0,1,0,0,0,"aprobatorio"
"659","approximate",0,0,0,0,0,0,0,0,0,0,"aproximado"
"660","approximately",0,0,0,0,0,0,0,0,0,0,"aproximadamente"
"661","approximating",0,0,0,0,0,0,0,0,0,0,"aproximando"
"662","approximation",0,0,0,0,0,0,0,0,0,0,"aproximación"
"663","appurtenances",0,0,0,0,0,0,0,0,0,0,"anexidades"
"664","apron",0,0,0,0,0,0,0,0,0,0,"delantal"
"665","apt",0,0,0,0,0,0,1,0,0,0,"apto"
"666","aptitude",0,0,0,0,0,0,1,0,0,0,"aptitud"
"667","aqua",0,0,0,0,0,0,0,0,0,0,"agua"
"668","aquamarine",0,0,0,0,0,0,0,0,0,0,"aguamarina"
"669","aquarium",0,0,0,0,0,0,0,0,0,0,"acuario"
"670","aquatic",0,0,0,0,0,0,0,0,0,0,"acuático"
"671","aqueduct",0,0,0,0,0,0,0,0,0,0,"acueducto"
"672","aqueous",0,0,0,0,0,0,0,0,0,0,"acuoso"
"673","arable",0,0,0,0,0,0,0,0,0,0,"cultivable"
"674","arbiter",0,0,0,0,0,0,0,0,0,1,"árbitro"
"675","arbitrate",0,0,0,0,0,0,0,0,0,0,"arbitrar"
"676","arbitration",0,1,0,0,0,0,0,0,0,0,"arbitraje"
"677","arbitrator",0,0,0,0,0,0,0,0,0,1,"árbitro"
"678","arbor",0,0,0,0,0,0,0,0,0,0,"cenador"
"679","arc",0,0,0,0,0,0,0,0,0,0,"arco"
"680","arcade",0,0,0,0,0,0,0,0,0,0,"arcada"
"681","arch",0,0,0,0,0,0,0,0,0,0,"arco"
"682","archaeological",0,0,0,0,0,0,0,0,0,0,"arqueológico"
"683","archaeologist",0,0,0,0,0,0,0,0,0,0,"arqueólogo"
"684","archaeology",0,1,0,0,0,0,1,0,0,0,"arqueología"
"685","archaic",0,0,0,0,0,1,0,0,0,0,"arcaico"
"686","archbishop",0,0,0,0,0,0,0,0,0,0,"arzobispo"
"687","arched",0,0,0,0,0,0,0,0,0,0,"arqueado"
"688","archer",0,0,0,0,0,0,0,0,0,0,"arquero"
"689","archery",0,0,0,0,0,0,0,0,0,0,"tiro al arco"
"690","archetype",0,0,0,0,0,0,0,0,0,0,"arquetipo"
"691","archipelago",0,0,0,0,0,0,0,0,0,0,"archipiélago"
"692","architect",0,0,0,0,0,0,0,0,0,0,"arquitecto"
"693","architecture",0,0,0,0,0,0,0,0,0,1,"arquitectura"
"694","archive",0,0,0,0,0,0,0,0,0,0,"archivo"
"695","arctic",0,0,0,0,0,0,0,0,0,0,"ártico"
"696","ardent",0,1,0,0,1,0,1,0,0,0,"ardiente"
"697","ardor",0,0,0,0,0,0,1,0,0,0,"ardor"
"698","arduous",0,0,0,0,0,1,0,0,0,0,"arduo"
"699","area",0,0,0,0,0,0,0,0,0,0,"área"
"700","arena",0,0,0,0,0,0,0,0,0,0,"arena"
"701","areola",0,0,0,0,0,0,0,0,0,0,"areola"
"702","argent",0,0,0,0,0,0,0,0,0,0,"argén"
"703","argue",1,0,0,0,0,1,0,0,0,0,"discutir"
"704","argument",1,0,0,0,0,1,0,0,0,0,"argumento"
"705","argumentation",1,0,0,0,0,0,0,0,0,0,"argumentación"
"706","argumentative",0,0,0,0,0,1,0,0,0,0,"discutidor"
"707","arguments",1,0,0,0,0,0,0,0,0,0,"argumentos"
"708","arid",0,0,0,0,0,1,0,1,0,0,"árido"
"709","aristocracy",0,0,0,0,0,0,1,0,0,0,"aristocracia"
"710","aristocrat",0,0,0,0,0,0,0,0,0,0,"aristócrata"
"711","aristocratic",0,0,0,0,0,0,1,0,0,0,"aristocrático"
"712","arithmetic",0,0,0,0,0,0,0,0,0,0,"aritmética"
"713","ark",0,0,0,0,0,0,0,0,0,0,"arca"
"714","arm",0,0,0,0,0,0,0,0,0,0,"brazo"
"715","armada",0,0,0,0,0,0,0,0,0,0,"armada"
"716","armament",1,0,0,1,0,0,0,0,0,0,"armamento"
"717","armaments",0,0,0,1,0,1,0,0,0,0,"armamento"
"718","armature",0,0,0,0,0,0,0,0,0,0,"armadura"
"719","armed",1,0,0,1,0,1,1,0,0,0,"armado"
"720","armor",0,0,0,1,0,0,1,0,0,1,"armadura"
"721","armored",0,0,0,1,0,0,0,0,0,0,"blindado"
"722","armory",0,0,0,0,0,0,0,0,0,1,"arsenal"
"723","arms",0,0,0,0,0,0,0,0,0,0,"brazos"
"724","army",0,0,0,0,0,0,0,0,0,0,"ejército"
"725","aroma",0,0,0,0,0,0,1,0,0,0,"aroma"
"726","arousal",0,0,0,0,0,0,0,0,0,0,"excitación"
"727","arouse",0,1,0,0,0,0,1,0,0,0,"despertar"
"728","arraignment",1,0,0,1,0,1,0,1,0,0,"acusación"
"729","arrange",0,0,0,0,0,0,0,0,0,0,"arreglar"
"730","arranged",0,0,0,0,0,0,0,0,0,0,"organizado"
"731","arrangement",0,0,0,0,0,0,0,0,0,0,"arreglo"
"732","array",0,0,0,0,0,0,1,0,0,0,"formación"
"733","arrears",0,0,0,0,0,1,0,0,0,0,"atrasos"
"734","arrest",0,0,0,0,0,1,0,0,0,0,"arrestar"
"735","arrival",0,1,0,0,0,0,0,0,0,0,"llegada"
"736","arrive",0,1,0,0,0,0,0,0,0,0,"llegar"
"737","arrogance",0,0,0,0,0,1,0,0,0,0,"arrogancia"
"738","arrogant",1,0,1,0,0,1,0,0,0,0,"arrogante"
"739","arrow",0,0,0,0,0,0,0,0,0,0,"flecha"
"740","arsenal",0,0,0,0,0,0,0,0,0,0,"arsenal"
"741","arsenic",0,0,1,1,0,1,0,1,0,0,"arsénico"
"742","arson",1,0,0,1,0,1,0,0,0,0,"incendio provocado"
"743","art",0,1,0,0,1,0,1,1,1,0,"Arte"
"744","artery",0,0,0,0,0,0,0,0,0,0,"artería"
"745","artful",0,0,0,0,0,0,0,0,0,0,"ingenioso"
"746","arthropod",0,0,0,0,0,0,0,0,0,0,"artrópodo"
"747","artichoke",0,0,0,0,0,0,0,0,0,0,"alcachofa"
"748","article",0,0,0,0,0,0,0,0,0,0,"artículo"
"749","articles",0,0,0,0,0,0,0,0,0,0,"artículos"
"750","articulate",0,0,0,0,0,0,1,0,0,0,"articular"
"751","articulation",0,0,0,0,0,0,1,0,0,0,"articulación"
"752","artifice",0,0,0,0,0,0,0,0,0,0,"artificio"
"753","artillery",0,0,0,1,0,1,0,0,0,0,"artillería"
"754","artisan",0,0,0,0,0,0,1,0,0,0,"artesano"
"755","artist",0,0,0,0,0,0,0,0,0,0,"artista"
"756","artiste",0,0,0,0,0,0,1,0,0,0,"artista"
"757","artistic",0,0,0,0,0,0,1,0,0,0,"artístico"
"758","artists",0,0,0,0,0,0,0,0,0,0,"artistas"
"759","ascend",0,0,0,0,0,0,0,0,0,0,"ascender"
"760","ascendancy",0,0,0,0,0,0,1,0,0,0,"ascendencia"
"761","ascension",0,0,0,0,0,0,0,0,0,0,"ascensión"
"762","ascent",0,0,0,0,0,0,1,0,0,0,"ascenso"
"763","ascertain",0,0,0,0,0,0,0,0,0,0,"cerciorarse"
"764","ascertained",0,0,0,0,0,0,0,0,0,0,"averiguado"
"765","ascetic",0,0,0,0,0,0,0,0,0,0,"ascético"
"766","ash",0,0,0,0,0,1,0,0,0,0,"ceniza"
"767","ashamed",0,0,1,0,0,1,0,1,0,0,"avergonzado"
"768","ashes",0,0,0,0,0,1,0,1,0,0,"cenizas"
"769","asleep",0,0,0,0,0,0,0,0,0,0,"dormido"
"770","asp",0,0,0,1,0,0,0,0,0,0,"áspid"
"771","aspartame",0,0,0,0,0,0,0,0,0,0,"aspartamo"
"772","aspect",0,0,0,0,0,0,0,0,0,0,"aspecto"
"773","aspects",0,0,0,0,0,0,0,0,0,0,"aspectos"
"774","asphalt",0,0,0,0,0,0,0,0,0,0,"asfalto"
"775","aspiration",0,1,0,0,1,0,1,0,1,1,"aspiración"
"776","aspire",0,1,0,0,1,0,1,0,0,0,"aspirar"
"777","aspiring",0,1,0,0,1,0,1,0,0,1,"ambicioso"
"778","ass",0,0,0,0,0,1,0,0,0,0,"culo"
"779","assail",1,0,0,1,0,1,0,0,1,0,"atacar"
"780","assailant",1,0,0,1,0,1,0,1,0,0,"agresor"
"781","assassin",1,0,0,1,0,1,0,1,0,0,"asesino"
"782","assassinate",1,0,0,1,0,1,0,0,0,0,"asesinar"
"783","assassination",1,0,0,1,0,1,0,1,0,0,"asesinato"
"784","assault",1,0,0,1,0,1,0,0,0,0,"agresión"
"785","assay",0,0,0,0,0,0,0,0,0,0,"ensayo"
"786","assemblage",0,0,0,0,0,0,0,0,0,0,"conjunto"
"787","assemble",0,0,0,0,0,0,0,0,0,0,"armar"
"788","assembled",0,0,0,0,0,0,0,0,0,0,"ensamblado"
"789","assembly",0,0,0,0,0,0,1,0,0,1,"asamblea"
"790","assent",0,0,0,0,0,0,1,0,0,0,"asentir"
"791","assert",0,0,0,0,0,0,0,0,0,0,"afirmar"
"792","asserting",0,0,0,0,0,0,1,0,0,1,"afirmando"
"793","assertion",0,0,0,0,0,0,0,0,0,0,"afirmación"
"794","assess",0,0,0,0,0,0,0,0,0,0,"evaluar"
"795","assessment",0,0,0,0,0,0,0,0,1,1,"evaluación"
"796","assessor",0,0,0,0,0,0,0,0,0,1,"asesor"
"797","assets",0,0,0,0,0,0,1,0,0,0,"activos"
"798","asshole",1,0,1,0,0,1,0,0,0,0,"Estúpido"
"799","assign",0,0,0,0,0,0,0,0,0,0,"asignar"
"800","assignee",0,0,0,0,0,0,0,0,0,1,"cesionario"
"801","assignment",0,0,0,0,0,0,0,0,0,0,"asignación"
"802","assimilate",0,0,0,0,0,0,0,0,0,0,"asimilar"
"803","assimilation",0,0,0,0,0,0,0,0,0,0,"asimilación"
"804","assist",0,0,0,0,0,0,1,0,0,1,"asistir"
"805","assistance",0,0,0,0,0,0,1,0,0,0,"asistencia"
"806","assistant",0,0,0,0,0,0,0,0,0,0,"asistente"
"807","associate",0,0,0,0,0,0,1,0,0,1,"asociado"
"808","association",0,0,0,0,0,0,0,0,0,1,"asociación"
"809","assorted",0,0,0,0,0,0,0,0,0,0,"clasificado"
"810","assortment",0,0,0,0,0,0,0,0,0,0,"surtido"
"811","assuage",0,0,0,0,0,0,1,0,0,0,"calmar"
"812","assumed",0,0,0,0,0,0,0,0,0,0,"ficticio"
"813","assuming",0,0,0,0,0,0,0,0,0,0,"asumiendo"
"814","assumption",0,0,0,0,0,0,0,0,0,0,"suposición"
"815","assurance",0,0,0,0,0,0,1,0,0,1,"garantía"
"816","assure",0,0,0,0,0,0,0,0,0,1,"asegurar"
"817","assured",0,0,0,0,0,0,1,0,0,1,"seguro"
"818","assuredly",0,0,0,0,0,0,0,0,0,1,"ciertamente"
"819","asterisk",0,0,0,0,0,0,0,0,0,0,"asterisco"
"820","asteroids",0,0,0,0,0,0,0,0,0,0,"asteroides"
"821","astigmatism",0,0,0,0,0,0,0,0,0,0,"astigmatismo"
"822","astonishingly",0,0,0,0,0,0,1,0,1,0,"asombrosamente"
